"g","iatexplicitart1","iatexplicitart2","iatexplicitart3","iatexplicitart4","iatexplicitart5","iatexplicitart6"
"jmu     ",-3,0,-3,-3,-3,0
"pi      ",-2,-2,1,-1,-1,1
"jmu     ",1,1,1,1,1,1
"jmu     ",-3,-3,-3,-3,-3,-2
"jmu     ",-3,-3,-3,-3,-3,-3
"pi      ",-3,-3,-3,-3,-2,-3
"pi      ",-3,-3,-3,-3,-3,-3
"jmu     ",-1,0,-1,-1,-1,-3
"tamu    ",-2,-2,-2,-2,-2,-3
"tamu    ",-2,-3,-3,-2,-3,-3
"jmu     ",-3,-3,-3,-3,-3,-2
"tamu    ",-1,-2,-1,-1,-1,-1
"tamu    ",2,3,1,1,1,1
"tamu    ",1,1,-1,-1,-1,-2
"tamu    ",-2,-1,-2,-1,-1,-3
"jmu     ",-3,-2,-3,-3,-3,-3
"mturk   ",-3,-3,-3,-3,-3,-3
"mturk   ",-3,-3,-2,-2,-3,-3
"mturk   ",0,-2,-2,-3,-2,-2
"mturk   ",-2,-2,-2,-2,-1,-1
"mturk   ",-3,-3,-3,-3,-3,-3
"mturk   ",-2,-2,-2,-2,-2,-2
"mturk   ",-3,-3,-3,-3,-3,-3
"mturk   ",-3,-3,NA,-3,-3,NA
"mturk   ",-3,-3,-3,-3,-3,-3
"mturk   ",-2,-2,-2,-2,-2,-3
"mturk   ",-3,-2,-3,-3,-3,-3
"mturk   ",-2,-2,-3,-3,-3,-3
"mturk   ",-1,-1,-1,-1,-1,-3
"mturk   ",-3,-3,-3,-3,-3,-3
"mturk   ",-3,-2,-2,-2,-1,0
"mturk   ",-3,-3,-3,-3,-1,-1
"mturk   ",-3,-2,-3,-3,-3,-3
"mturk   ",-3,-3,-3,-3,-3,-3
"mturk   ",-2,0,-3,-2,-1,-3
"mturk   ",-3,-3,-3,-3,-3,-3
"mturk   ",-3,-3,-2,-3,-3,-3
"mturk   ",-3,-2,-3,-2,-3,-3
"mturk   ",-2,-2,-3,-3,-2,-3
"mturk   ",-3,-3,-3,-3,-3,-3
"mturk   ",-2,-3,-3,-3,-3,-3
"mturk   ",-2,-2,-3,-3,-2,-3
"mturk   ",-2,-2,-2,-2,-2,-2
"mturk   ",-2,-2,-2,-2,-2,-3
"mturk   ",0,-1,-1,0,0,1
"mturk   ",-2,-2,-2,-3,-2,-2
"mturk   ",-3,-2,-2,-2,-2,0
"mturk   ",-2,-2,-3,-3,-3,-3
"mturk   ",-2,-2,-2,-1,-2,-2
"mturk   ",-3,-3,-3,-3,-3,-3
"mturk   ",1,1,1,1,1,1
"mturk   ",-3,-3,-3,-3,-3,-3
"mturk   ",-3,-3,-3,-3,-3,-3
"mturk   ",-3,-3,-3,-3,-3,-3
"ufl     ",-2,-1,-3,-2,-2,-3
"mturk   ",-2,-2,-2,-2,-2,-2
"mturk   ",-3,-3,-3,-3,-3,-3
"mturk   ",-1,0,-3,-1,3,1
"mturk   ",-1,-1,-2,-2,-1,-3
"tamu    ",-2,0,-3,-3,-2,-2
"tamu    ",0,0,0,0,0,-3
"tamu    ",-1,-1,-1,-1,-1,-3
"tamu    ",-3,-3,-3,-3,-3,-3
"tamu    ",-3,-3,-3,-3,-3,-3
"tamu    ",-3,-3,-3,-3,-3,-3
"mturk   ",-2,-2,-2,-2,-2,-2
"mturk   ",-3,-3,-3,-3,-3,0
"mturk   ",-3,-3,-3,-3,-3,-3
"jmu     ",-3,-3,-2,-2,-2,-2
"tamuc   ",-3,-2,-2,-2,-3,-3
"mturk   ",-3,-3,-3,-3,-3,-3
"mturk   ",-1,0,-1,-2,-1,-3
"tamuc   ",-3,-3,-3,-3,-3,-3
"mturk   ",-2,-2,-2,-2,-2,-2
"pi      ",-3,-3,-3,-3,-3,-3
"tamu    ",1,0,-2,-1,1,0
"pi      ",-3,-3,-3,-3,-2,-3
"tamu    ",-3,0,0,-3,-3,-3
"tamu    ",-3,-3,-3,-3,-3,-3
"tamu    ",-1,-1,-2,-2,-2,0
"tamu    ",-3,-3,-3,-3,-3,-3
"tamu    ",-3,-3,-3,-3,-3,-3
"pi      ",-2,-2,-2,-2,-2,-3
"jmu     ",-1,-1,-2,-1,0,-2
"tamuc   ",-2,-2,-2,-2,-1,-2
"tamu    ",2,3,3,2,3,2
"tamu    ",-1,-2,-3,-3,-1,1
"tamu    ",-3,-2,-1,-1,-1,-2
"tamu    ",-2,-2,-2,-2,-2,-3
"tamu    ",-2,-1,0,0,0,0
"mturk   ",-3,-3,-3,-3,-3,-3
"tamu    ",-2,-3,-2,-3,-1,-2
"mcdaniel",-2,-3,-2,-3,-2,-2
"pi      ",-3,-1,-1,-2,-3,-3
"mturk   ",1,0,-2,-1,1,-3
"mturk   ",-2,-1,-2,-2,-3,-3
"jmu     ",-3,-3,-3,-3,-3,-3
"jmu     ",-2,-3,-3,-2,-2,0
"mturk   ",-3,-3,-3,-3,-3,-3
"tamuc   ",-3,-3,-2,-2,-3,-3
"mturk   ",-3,-3,-3,-3,-3,-3
"mturk   ",-2,-2,-2,-2,-2,-2
"mturk   ",-3,-2,-2,-3,-3,-3
"tamu    ",-3,-3,-3,-3,-2,-1
"brasilia",-3,-3,-3,-3,-3,-3
"tamu    ",0,-1,-1,-1,-1,-1
"pi      ",-1,0,0,0,-1,0
"tamu    ",0,-1,-2,-1,-2,-2
"ufl     ",2,0,0,1,3,0
"ufl     ",-1,0,-3,-2,1,-3
"mturk   ",-2,-2,-1,-2,-2,0
"mturk   ",-1,-1,-3,-1,-1,-3
"jmu     ",-1,0,-2,0,0,0
"ufl     ",-2,-3,-3,-2,-2,-2
"jmu     ",-3,-3,-3,-3,-3,-3
"jmu     ",-3,-3,-3,-3,-3,-3
"pi      ",-2,-3,-2,-2,-2,-3
"mturk   ",-3,-2,-3,-3,0,0
"brasilia",-2,-2,-3,-2,-2,-3
"tamu    ",-3,-2,-2,-2,-3,-2
"tamu    ",-2,-2,-3,-3,-2,-2
"tamu    ",-2,-2,-3,-2,-2,-3
"mturk   ",-3,-3,-3,-3,-2,-3
"mturk   ",-2,-2,-3,-3,-3,-3
"tamu    ",0,0,-2,-1,-1,0
"tamu    ",-3,0,-3,-1,-2,3
"mturk   ",-1,-1,-1,-1,-1,-2
"jmu     ",-1,-1,-3,-1,-1,0
"mturk   ",-1,-2,-3,-3,-1,-3
"mturk   ",-1,-1,-3,-1,-2,-3
"mturk   ",-3,-3,-3,-3,-3,-3
"mturk   ",-1,-1,-2,-1,-1,-2
"brasilia",-1,0,0,0,-2,-2
"pi      ",-1,-2,-2,-2,-2,-3
"mturk   ",-3,-3,-3,-3,-3,-3
"tamu    ",-1,-2,-2,-3,-2,-1
"tamu    ",1,0,0,-1,2,1
"pi      ",-2,-2,-3,-2,-3,-2
"tamu    ",-3,-3,-3,-3,-3,-3
"tamu    ",-3,-2,-3,-3,-3,-3
"tamu    ",-3,-3,-3,-3,-3,-2
"tamu    ",-3,-3,-3,-3,-3,-3
"pi      ",0,0,0,1,2,-3
"jmu     ",0,0,0,0,0,0
"mturk   ",-3,-2,-3,-2,-3,-2
"pi      ",-3,-3,-3,-3,-3,-3
"pi      ",-1,-1,-1,-1,-1,-1
"mturk   ",-2,-2,-3,-2,-2,-3
"mturk   ",0,0,-1,0,-1,-2
"mturk   ",-2,-3,-1,-3,-1,-3
"mturk   ",-2,-2,-3,-3,-3,-3
"mturk   ",-2,-2,-3,-2,-2,-3
"pi      ",-3,-2,-3,-3,-3,-3
"mturk   ",-3,-3,-3,-3,-3,-3
"pi      ",-3,-2,-3,-3,-1,-3
"tamu    ",-2,-3,-3,-3,-3,-3
"tamu    ",-2,-2,-3,-3,-1,1
"tamu    ",-3,-2,-3,-3,-3,-3
"mturk   ",-2,-2,-2,-3,-3,-2
"tamu    ",1,0,0,0,1,0
"tamu    ",1,-1,0,-1,1,-3
"tamu    ",-2,-2,-3,-3,-2,-2
"mturk   ",-3,-2,-3,-2,-2,-3
"mturk   ",-2,-2,-2,-2,-2,-3
"ufl     ",-1,-1,-1,-1,-1,-1
"ufl     ",-3,-2,-3,-3,-2,-2
"ufl     ",1,-1,-1,-1,1,0
"mturk   ",-1,-2,-3,-2,1,-1
"ufl     ",-2,-2,-1,-3,-3,-3
"mturk   ",-3,-3,-3,-3,-3,-3
"pi      ",-2,-2,-2,1,-3,-3
"mturk   ",-3,-3,-3,-3,-3,-3
"jmu     ",-2,-2,-3,-3,-2,-3
"mturk   ",-3,-3,-3,-3,-3,-3
"mturk   ",-2,-2,-2,-3,-2,-3
"mturk   ",-3,-3,-3,-3,-3,-3
"pi      ",-2,-2,-2,-2,-2,-3
"jmu     ",-1,-1,-2,-2,-1,-3
"tamu    ",-3,-3,-3,-3,-3,-3
"mturk   ",-2,-2,-3,-2,-3,-2
"tamu    ",-1,-2,-2,-1,-2,-3
"mturk   ",-3,-3,-3,-3,-3,-3
"mturk   ",-3,-3,-3,-3,-3,-3
"pi      ",-3,-3,-3,-3,-3,-3
"wl      ",-2,-2,-2,-1,-1,-2
"wl      ",-2,-1,-2,-2,-1,-3
"mturk   ",-2,-2,-2,-2,-3,-3
"wl      ",0,-1,-2,-1,0,1
"wl      ",-3,-3,-3,-3,-3,-2
"mturk   ",-1,-1,-1,-1,-1,0
"wl      ",-3,-2,0,0,-3,-3
"mturk   ",2,3,-2,0,3,3
"wl      ",-3,-3,-3,-3,-2,-2
"wl      ",-2,-1,-2,-2,-2,1
"wl      ",-2,-2,-3,-2,-2,-1
"wl      ",-2,-2,-2,-2,-2,-3
"mturk   ",-3,-3,-3,-3,-3,-3
"wl      ",-1,-2,-3,-2,-1,0
"wl      ",-3,-3,-3,-3,-3,-2
"wl      ",-1,-1,-3,-3,-2,-1
"mturk   ",-1,-1,2,-1,1,0
"wl      ",-2,-2,-2,-2,-1,0
"wl      ",-2,-2,-2,-2,-2,-2
"ufl     ",-1,-1,-1,-1,-1,-1
"mturk   ",1,2,2,1,1,-3
"mturk   ",-3,-3,-3,-3,-3,-3
"mturk   ",-3,-3,-3,-3,-3,-3
"pi      ",-1,-3,-2,-3,-2,NA
"tamu    ",-3,-3,-3,-2,-2,-3
"tamu    ",-2,-1,-3,-2,-2,-3
"tamu    ",-2,-1,-3,-2,-1,-3
"tamu    ",-3,-3,-3,-3,-3,-3
"tamu    ",1,1,1,1,2,0
"tamu    ",-3,-3,-3,-3,-3,-3
"mturk   ",-2,-1,-2,-2,-1,0
"mturk   ",-3,-2,-3,-3,-2,-3
"jmu     ",-2,0,0,0,-3,-3
"mturk   ",-3,0,0,0,-3,-3
"jmu     ",-2,-2,-3,-3,-2,-3
"mturk   ",-1,-2,-2,0,0,0
"jmu     ",0,0,-1,0,0,-1
"pi      ",-3,-3,-3,-3,-3,-3
"pi      ",-3,-2,-3,-3,-2,-3
"mturk   ",1,1,-1,-1,3,0
"mturk   ",-2,-2,-2,-1,-2,-2
"mturk   ",-2,-2,-3,-2,-2,-3
"pi      ",-3,-3,0,-2,-1,-2
"pi      ",-1,-2,-2,-1,-1,0
"pi      ",-3,-3,-3,-3,-3,-3
"pi      ",-3,-3,-3,-3,-3,-3
"jmu     ",-3,-2,-3,-3,NA,-3
"pi      ",-2,-1,-1,-1,-1,-1
"pi      ",-2,0,-3,-3,-2,-2
"pi      ",-1,-1,-1,-2,-2,-2
"pi      ",-1,0,-1,-1,0,0
"pi      ",-1,-1,-2,-2,-1,-1
"pi      ",-3,-3,-3,-3,-3,-3
"pi      ",-2,-2,-2,-2,-2,1
"jmu     ",1,-1,-1,-1,-1,-1
"pi      ",2,2,2,2,2,2
"jmu     ",1,0,-2,-1,-1,-3
"pi      ",-3,-1,-2,-3,-2,-2
"jmu     ",-3,-3,-3,-3,-2,-2
"pi      ",-3,-2,-3,-3,0,-2
"pi      ",-3,-3,-3,-3,-3,-3
"pi      ",-1,-2,-2,-2,0,0
"jmu     ",-2,-2,-3,-2,-2,-2
"pi      ",-3,-3,-3,-3,-3,-3
"pi      ",-3,-3,-3,-3,-3,-3
"pi      ",-2,-2,-2,-2,-1,-2
"ufl     ",-1,-2,-2,-3,-2,-2
"ufl     ",-2,-2,-3,-2,-2,0
"tamu    ",2,3,0,0,3,0
"pi      ",-3,-2,-3,-2,-2,-3
"tamu    ",-2,-2,-2,-1,-1,-3
"pi      ",-3,-2,-3,-3,-3,-2
"tamu    ",-1,-1,-3,-2,0,-2
"tamu    ",-3,-3,-3,-3,-2,-2
"pi      ",-3,-3,-3,-3,-3,-3
"tamu    ",-2,-3,-3,-2,-2,-3
"tamu    ",-3,-2,-3,-3,-2,-2
"pi      ",-2,-2,-2,-2,-2,-2
"jmu     ",0,-2,-3,-2,-2,-3
"pi      ",-3,-3,-3,-3,-3,-3
"pi      ",-3,-2,-3,-3,-2,-2
"ufl     ",-2,-2,-3,-3,-2,-2
"tamu    ",2,0,-3,0,-1,1
"tamu    ",-2,-2,-3,-3,-2,-2
"pi      ",1,1,-1,-1,0,0
"tamu    ",-2,-2,-3,-2,-2,-3
"tamu    ",-2,-2,-3,-3,0,-3
"tamu    ",-3,-3,-3,-3,-3,-3
"tamu    ",-2,-2,-2,-2,-2,-2
"mturk   ",-3,-3,0,-2,-3,-3
"mturk   ",1,3,-2,-2,1,-2
"pi      ",-3,-2,-2,-2,-2,-1
"mturk   ",-3,-3,-3,-3,-3,-3
"mturk   ",-1,-1,-1,-1,-3,-2
"mturk   ",-3,-3,-3,-3,-3,-3
"mturk   ",-3,-3,-3,-3,-3,-3
"mturk   ",-3,-3,-3,-3,-3,-3
"mturk   ",-2,-2,-3,-3,-2,-3
"mturk   ",-3,-3,-3,-3,-3,-3
"mturk   ",-3,0,-3,0,-3,0
"mturk   ",-3,-2,-3,-3,-2,-3
"mturk   ",-1,-2,-1,-1,-2,-3
"mturk   ",-3,-3,-2,-3,-2,-3
"mturk   ",-1,-2,-3,-3,-3,-1
"mturk   ",-3,-3,-3,-3,-3,-3
"mturk   ",-3,-3,-3,-3,-3,-3
"tamu    ",2,2,2,2,2,2
"mturk   ",3,3,3,3,3,3
"tamu    ",-1,-1,-1,-3,-2,-2
"tamu    ",-3,-3,-3,-3,-3,-3
"tamu    ",-2,-2,-2,-2,-2,-3
"tamu    ",0,0,0,0,0,0
"pi      ",1,1,1,0,2,0
"mturk   ",-3,-3,-3,-3,-3,-3
"pi      ",-2,-2,-2,-2,-1,-1
"tamu    ",1,-1,-3,-3,-1,-1
"mturk   ",-3,-3,-3,-3,-3,0
"mturk   ",-3,0,-2,-2,-3,2
"mturk   ",-1,0,0,-1,-2,-2
"mturk   ",-2,-2,-3,-2,-2,-3
"pi      ",-3,0,-3,-3,-2,-3
"mturk   ",-1,-1,-2,-1,-2,-2
"pi      ",-2,-2,-2,0,-1,0
"tamu    ",-2,-3,-3,-2,-2,-1
"tamu    ",-2,-3,0,-3,-3,-3
"tamu    ",-3,-3,-3,-3,-3,-3
"ufl     ",-3,-3,-3,-3,-3,-3
"ufl     ",-3,-3,-3,-2,-1,-3
"mturk   ",-3,-2,-3,-2,-2,-3
"mturk   ",-1,-2,-1,-1,-2,-3
"mturk   ",-3,-3,-3,-3,-3,-3
"pi      ",-1,-1,-1,-1,-1,-1
"pi      ",-2,-2,-2,-2,-3,-3
"tamu    ",0,0,-1,0,-2,-1
"tamu    ",-3,-3,-3,-3,-3,-3
"mcdaniel",-3,-3,-3,-3,-3,-3
"tamu    ",0,0,0,0,1,-1
"tamu    ",-3,1,-3,-3,-3,0
"mturk   ",-3,-3,-3,-3,-3,-3
"tamu    ",-2,-3,-1,-2,-1,-2
"tamu    ",-2,-3,-3,-3,-2,-2
"pi      ",-3,-2,-3,-2,-2,-2
"pi      ",-1,-2,-3,-3,-3,-3
"mturk   ",-2,-3,0,0,-3,0
"wku     ",-3,-3,0,1,0,-3
"pi      ",-3,-3,-3,-1,-2,-2
"mturk   ",-3,-3,-3,-3,-3,-3
"mturk   ",-1,-1,-2,-1,-2,-3
"tamu    ",-1,-1,-1,-1,-1,-1
"tamu    ",-3,-3,-3,-3,-3,-3
"mturk   ",-1,-2,-3,-2,-1,-2
"tamu    ",-1,-2,-1,-3,-1,-1
"tamu    ",-1,-1,-2,-1,2,1
"mturk   ",-2,-3,0,-3,-2,-2
"tamu    ",2,0,-2,-2,0,-3
"jmu     ",0,0,0,0,-1,0
"pi      ",-2,0,-3,-1,0,-2
"mturk   ",-2,0,0,1,-2,0
"mturk   ",-2,-3,-3,-3,-2,0
"mturk   ",-3,-3,-3,-3,-3,-3
"wku     ",-2,0,0,0,-2,0
"mturk   ",1,0,1,0,2,-1
"mturk   ",-3,-3,-3,-3,-3,-3
"mturk   ",-2,-2,-2,-2,-3,-3
"mturk   ",-3,-3,-3,-3,-3,-2
"pi      ",-3,-3,-3,-3,-3,-3
"mturk   ",-3,-3,-3,-2,-3,-3
"mturk   ",-1,0,0,0,-1,0
"tamu    ",-3,-3,-3,-3,-2,-1
"wku     ",-3,-3,-3,-3,-3,-3
"tamu    ",-3,-3,-3,-2,-3,-2
"tamu    ",-3,-2,-3,-2,-3,-3
"mturk   ",-2,-1,-1,-1,-2,-3
"mturk   ",-3,-3,-3,-3,-3,-3
"pi      ",-3,-3,-3,-3,-3,-3
"mturk   ",-3,-3,-3,-2,-3,-3
"mturk   ",-3,-3,-3,-3,-3,-3
"mturk   ",-1,-1,-1,-1,-1,1
"mturk   ",-3,-3,-3,-2,1,0
"mturk   ",-3,0,-3,-3,-3,0
"mturk   ",1,0,-1,0,1,2
"tamu    ",-3,-3,-3,-3,-3,-3
"tamu    ",-2,-2,-2,-1,-1,-3
"mturk   ",-1,-2,-3,-2,-2,-2
"mturk   ",-3,-2,-3,-2,-2,-3
"tamu    ",-2,-2,-2,-2,-2,-3
"pi      ",-3,-3,-3,-3,-2,-2
"mturk   ",-3,-3,-3,-3,-3,-3
"mturk   ",-3,-2,-3,-3,-3,-2
"mturk   ",-2,-2,-3,0,-2,0
"brasilia",-1,0,-1,-1,-1,-1
"mturk   ",-2,-2,-3,-3,-3,-3
"mturk   ",-2,-2,-3,-3,-3,-3
"mturk   ",-3,-3,-3,-3,-3,-3
"pi      ",1,0,0,0,1,-1
"mturk   ",-3,-2,-2,-2,-1,-3
"mturk   ",-3,-1,-3,-2,-3,-3
"mturk   ",-3,-2,-3,-3,-3,-3
"tamu    ",-3,-3,-3,-3,-2,-3
"tamu    ",-3,-2,-3,-2,-2,-3
"tamu    ",-3,-3,-3,-3,-2,-2
"tamu    ",-2,-1,-2,-2,-2,0
"tamu    ",-3,0,-2,-3,-2,-2
"mturk   ",-3,-3,-3,-3,-3,-3
"mturk   ",-2,-2,-3,-3,-3,-3
"mturk   ",2,1,1,1,3,0
"mturk   ",-1,-2,-3,-3,-2,-2
"mturk   ",0,0,0,0,-1,0
"mturk   ",1,0,-1,0,2,0
"wku     ",-2,-3,-3,-2,-1,-2
"mturk   ",-3,-3,-3,-3,NA,-3
"mturk   ",-1,1,-3,-1,1,1
"mturk   ",-1,-1,-2,-1,-1,0
"mturk   ",-3,-3,-3,-3,-3,-3
"mturk   ",-2,-2,-3,-2,-2,-3
"mturk   ",-2,-1,-2,-2,-1,-1
"pi      ",0,0,0,0,0,0
"mturk   ",1,0,-3,-2,-1,-2
"mturk   ",-3,-3,-3,-3,-3,-3
"mturk   ",-3,-3,-3,-3,-3,-3
"mturk   ",-3,-3,-3,-3,-2,-3
"mturk   ",-2,-2,-3,-3,-3,-3
"mturk   ",-3,-3,-3,-3,-3,-3
"mturk   ",-2,-2,0,-2,-2,-2
"mturk   ",-3,-2,-3,-2,-2,-1
"pi      ",-3,-2,-3,-2,-2,-2
"mturk   ",-2,-3,-2,-2,-2,-3
"mturk   ",-3,-2,NA,-3,-2,-2
"mturk   ",-3,-3,-3,-3,-3,-3
"mturk   ",-2,-1,-2,-2,-2,-2
"tamu    ",-1,-2,-2,-2,-1,-1
"tamu    ",1,1,-3,-1,3,-3
"tamu    ",-3,0,-3,-3,-3,-2
"tamu    ",2,0,-1,-2,-2,1
"tamu    ",-2,-1,-3,-2,-1,0
"mturk   ",0,0,0,0,0,0
"mturk   ",-2,0,-3,-3,-3,-3
"mturk   ",-2,-1,-3,-2,-3,-3
"mturk   ",-3,-3,-3,-3,-3,-3
"mturk   ",-2,-1,-2,-2,-1,-3
"mturk   ",-2,-2,-2,-1,-2,-1
"mturk   ",-2,-2,-2,-1,-2,-3
"mturk   ",-2,-1,-1,-2,-1,-3
"pi      ",-2,-2,-3,-2,-2,-3
"mturk   ",0,0,0,-1,0,-2
"tamu    ",-3,-2,-3,-2,-3,-3
"tamu    ",3,2,2,3,3,2
"tamu    ",-3,-2,-2,-2,-3,-3
"mturk   ",-3,-3,-2,-2,-2,-3
"tamu    ",-2,-2,-3,-2,-3,-1
"jmu     ",2,0,-2,-1,-1,2
"tamu    ",-2,-2,-3,-2,-2,1
"tamu    ",0,-1,0,-1,-1,-3
"mturk   ",-2,-1,-3,-3,-1,0
"mturk   ",-1,-1,-2,0,-1,-1
"mturk   ",0,0,-1,-1,0,-2
"mturk   ",-3,-3,-3,-3,-2,-2
"mturk   ",-1,-1,-2,-2,-2,-2
"mturk   ",-2,0,-1,-3,0,0
"mturk   ",-3,-3,-2,-3,-2,-2
"jmu     ",-2,-2,-3,-3,0,0
"pi      ",-3,-3,-3,-3,-2,-3
"pi      ",-2,-2,-1,-1,-1,-3
"wl      ",-2,-2,-2,-2,-2,-2
"wl      ",-2,-1,-3,-3,-3,-1
"wl      ",-1,0,-2,-1,0,-3
"wl      ",-3,-3,-3,-3,-3,-3
"wl      ",-2,-2,-3,-3,-3,-3
"wl      ",-2,-2,-3,-3,-2,-1
"wl      ",-2,-2,-2,-2,-1,-2
"wl      ",-2,-3,-3,-2,-3,-3
"pi      ",-3,-3,-3,-3,-3,-3
"pi      ",-3,-2,-2,-1,-3,-3
"pi      ",-2,-2,-1,-2,-1,-1
"pi      ",-3,-3,-3,-3,-3,-3
"pi      ",0,-2,-2,-2,-2,-2
"pi      ",-3,-3,-3,-3,-3,-3
"pi      ",-3,-3,-3,-3,-3,-3
"pi      ",-3,-3,-3,-3,-3,-3
"pi      ",0,0,-2,-2,-1,0
"jmu     ",-3,-3,-3,-3,-3,-3
"pi      ",-2,-2,-3,-3,-2,-2
"mcdaniel",3,3,3,3,3,3
"pi      ",-3,-2,-3,-3,-2,-2
"pi      ",-3,-3,-3,-3,-3,-3
"pi      ",-2,-1,-1,-2,1,-3
"pi      ",-3,-2,-3,-2,-2,-1
"pi      ",-3,-3,-3,-3,-3,-3
"pi      ",2,2,2,2,3,-3
"pi      ",-3,-3,-2,-2,-2,-1
"pi      ",-2,-2,-2,-2,-3,-3
"pi      ",-3,-2,-3,-3,-3,-3
"ufl     ",-3,-2,-3,-3,-2,-3
"ufl     ",1,1,1,1,1,2
"pi      ",0,0,0,0,1,-1
"ufl     ",-3,-3,-3,-2,-3,-2
"ufl     ",-2,-3,-3,-3,-3,NA
"tamu    ",-3,-3,-3,-3,-3,-3
"tamu    ",-1,0,0,0,0,0
"tamu    ",-3,-3,-3,-3,-2,-2
"tamu    ",-2,-1,-1,-1,-1,0
"tamu    ",-3,0,-3,-3,-1,-3
"pi      ",-3,-3,-3,-3,-3,-3
"pi      ",-2,-2,-2,-2,-2,-2
"tamu    ",-3,-3,-3,-3,-3,-3
"tamu    ",-2,-2,-2,-2,-2,-2
"ufl     ",-3,-3,-3,-3,-2,0
"ufl     ",-1,-1,0,-1,0,0
"ufl     ",-2,-2,-3,-3,-3,-3
"ufl     ",-2,-2,-2,-1,-2,-2
"pi      ",-1,-3,-3,-3,-2,-3
"pi      ",-1,-1,-2,-2,-3,-3
"tamu    ",-3,-3,-3,-3,-3,-3
"tamu    ",3,2,2,3,3,3
"tamu    ",-3,-3,-3,-3,-3,-3
"tamu    ",0,-1,-1,-1,2,0
"pi      ",-3,-3,-3,-3,-3,-3
"ufl     ",0,-1,-3,-3,-2,-3
"ufl     ",-1,-1,-3,-2,2,-2
"ufl     ",-3,-3,-3,-3,-2,0
"brasilia",-2,-3,-1,-2,-3,-2
"tamu    ",-2,-2,-3,-2,-2,-2
"tamu    ",-2,-2,-3,-2,-2,-3
"tamu    ",0,0,-1,-1,0,0
"tamu    ",-2,-2,-3,-1,-1,1
"pi      ",-3,-3,-3,-3,-3,-3
"pi      ",-3,-2,-3,0,-2,-1
"tamu    ",-3,-3,-3,-2,-2,-3
"brasilia",-2,-3,0,-1,-1,0
"tamu    ",-1,0,0,2,0,-3
"tamu    ",-3,-3,-3,-3,-2,-2
"tamu    ",-3,-3,-3,-2,-3,-3
"pi      ",-2,-2,-3,-3,-2,-1
"pi      ",-2,0,-2,0,-3,0
"ufl     ",0,-1,-3,-3,-3,0
"pi      ",-2,-2,-2,-2,-2,-3
"tamu    ",-2,-2,-3,-3,-1,-1
"tamu    ",-2,-2,-2,-2,-1,-2
"tamu    ",-1,-3,-3,-1,-1,0
"pi      ",0,-1,-1,0,0,0
"pi      ",-3,-3,-3,-3,-3,-3
"pi      ",-3,-3,-3,-3,-3,-3
"pi      ",-1,-2,-1,-1,0,0
"tamu    ",-2,-2,-3,-2,-1,0
"tamu    ",-3,-2,-3,-2,-2,-2
"tamu    ",-3,-2,-3,-3,-2,-1
"brasilia",-3,-3,-3,-3,-3,-3
"ufl     ",-3,-2,-3,-3,-3,-3
"ufl     ",-3,-3,-3,-3,-3,-3
"ufl     ",2,2,2,3,3,0
"tamu    ",-1,0,-2,-1,0,-2
"tamu    ",-2,-3,-3,-3,-2,-2
"pi      ",-3,-3,-3,-3,-3,-3
"tamu    ",0,NA,-3,-2,-1,-3
"ufl     ",-2,-2,-3,-2,-2,-2
"ufl     ",0,-2,-2,-1,-1,0
"ufl     ",-2,-2,0,-2,-3,-3
"brasilia",-3,-3,-3,-3,-3,-3
"ufl     ",-1,0,0,-1,1,0
"jmu     ",-2,0,-2,-2,NA,-1
"pi      ",-3,-3,-3,-3,-3,-3
"pi      ",-2,-2,-3,-2,-2,-3
"pi      ",-2,-2,-3,-2,-2,-3
"pi      ",0,-1,-2,-1,-1,0
"tamu    ",1,-1,-2,-1,-1,-1
"tamu    ",1,0,-1,-1,1,0
"tamu    ",-1,0,-1,-1,0,-2
"tamu    ",-1,0,-1,1,1,1
"tamu    ",-2,-2,-3,-2,-1,-1
"pi      ",-3,-2,0,-2,-3,-3
"pi      ",-3,-2,-2,-2,-2,-3
"pi      ",-3,-3,-3,-3,-3,-3
"tamu    ",-2,-3,-3,-1,-3,-3
"tamu    ",3,2,-3,-3,-3,1
"tamu    ",-3,-3,-3,-3,-3,-3
"tamu    ",-3,-2,-3,-3,-2,-3
"tamu    ",-3,-3,-3,-3,-3,-3
"tamu    ",1,0,-2,-1,1,1
"tamu    ",-2,0,-2,0,1,0
"pi      ",-3,-2,-3,-3,-3,-2
"pi      ",-3,-3,-3,-3,-3,-3
"jmu     ",1,1,1,1,1,1
"pi      ",-2,-2,-2,-2,-2,-2
"pi      ",-2,-3,-3,-2,-2,-3
"pi      ",-3,-3,-3,-3,-2,-3
"wl      ",-1,-1,-1,-1,-1,-2
"wl      ",-3,-3,-3,-3,-3,-3
"wl      ",-3,-3,-3,-3,-3,-3
"wl      ",-2,-2,-3,-2,-2,-1
"wl      ",-1,-1,-1,-1,-1,-1
"wl      ",-3,-3,-3,-3,-3,-3
"pi      ",-3,-3,-3,-3,-3,-3
"wl      ",-3,-2,-3,-2,-2,-3
"wl      ",-2,-3,-2,-2,-2,-3
"wl      ",-3,-2,-3,-3,-2,-3
"wl      ",-3,-3,-3,-3,-3,-3
"wl      ",-2,0,-1,1,1,0
"wl      ",0,1,1,0,1,0
"wl      ",-2,-2,-2,0,-3,-1
"wl      ",0,-1,-1,-1,-1,-1
"wl      ",-3,-3,-3,-3,-3,-3
