"g","and1.4_2","and1.4_3","and1.4_6","and1.4_7","and1.4_10","and1.4_11","and1.4_13","and1.4_15","and1.4_16","and1.4_20"
"zhejiang",4,4,4,3,1,1,2,2,1,2
"zhejiang",4,4,2,3,3,3,1,2,3,1
"zhejiang",4,2,2,3,3,3,3,2,2,2
"zhejiang",2,2,3,2,3,3,1,1,2,2
"zhejiang",2,1,2,2,1,2,1,2,1,2
"zhejiang",4,4,3,5,4,2,2,1,2,5
"zhejiang",3,1,1,2,3,1,1,1,1,3
"zhejiang",2,4,3,4,4,4,2,2,2,4
"zhejiang",3,3,3,4,3,3,3,3,4,3
"zhejiang",1,2,1,1,1,1,1,1,1,1
"zhejiang",3,4,4,4,4,2,2,4,4,2
"zhejiang",4,3,4,4,4,4,2,2,3,2
"zhejiang",2,2,1,1,1,3,1,1,1,1
"zhejiang",1,1,1,1,2,1,1,1,1,1
"zhejiang",4,1,1,3,2,1,1,2,1,1
"zhejiang",3,3,3,3,2,3,3,1,3,3
"zhejiang",3,1,2,2,2,2,1,1,1,2
"zhejiang",2,2,1,3,3,1,1,1,1,2
"zhejiang",3,2,3,2,3,2,1,1,1,1
"zhejiang",4,3,3,3,3,3,2,2,3,2
"zhejiang",3,1,1,1,1,1,1,1,1,1
"zhejiang",2,2,2,2,2,2,2,1,2,2
"zhejiang",3,2,3,3,3,2,2,2,2,3
"zhejiang",4,2,2,5,3,2,1,1,1,1
"zhejiang",1,1,1,1,1,1,1,1,1,1
"hunancomp",1,1,1,1,1,1,2,1,1,2
"hunancomp",1,1,4,1,1,1,1,1,3,1
"zhejiang",2,1,1,1,1,1,1,1,1,1
"hunancomp",3,1,1,3,2,2,1,1,2,2
"hunancomp",2,2,2,2,2,2,3,1,1,3
"hunancomp",1,2,1,2,1,1,1,1,1,2
"hunancomp",1,2,3,3,3,2,2,1,1,4
"hunancomp",2,1,1,2,2,1,1,1,1,1
"hunancomp",2,1,2,2,2,2,2,1,3,3
"hunancomp",2,3,3,2,3,2,1,1,1,3
"hunancomp",2,1,1,2,2,1,1,1,2,2
"hunancomp",3,2,2,2,2,2,1,2,3,1
"hunancomp",2,2,2,3,2,3,2,1,3,2
"hunancomp",2,2,2,3,1,2,2,1,2,2
"hunancomp",3,1,1,3,1,1,2,1,2,1
"hunancomp",2,3,2,2,2,2,5,1,4,3
"hunancomp",3,3,2,3,2,2,3,2,3,3
"hunancomp",3,2,1,2,3,1,3,1,2,3
"hunancomp",1,1,1,2,1,1,2,1,2,1
"hunancomp",1,1,1,1,1,1,1,1,1,1
"hunancomp",3,1,1,2,3,1,2,1,3,1
"hunancomp",4,4,1,2,3,1,1,1,1,2
"hunancomp",1,3,1,3,3,1,1,1,1,1
"hunancomp",2,2,2,2,3,2,2,2,3,1
"hunancomp",2,1,2,2,2,2,2,1,1,2
"hunancomp",3,1,1,2,2,1,1,1,2,2
"hunancomp",2,3,1,3,4,1,2,1,1,2
"hunancomp",4,3,4,4,4,4,4,2,4,4
"hunancomp",4,3,3,4,4,2,4,2,4,4
"hunancomp",2,2,3,3,3,3,3,1,3,3
"hunancomp",2,1,1,4,1,2,1,1,2,2
"hunancomp",4,1,2,3,2,3,2,2,2,3
"hunancomp",3,3,3,3,3,3,3,3,3,3
"hunancomp",2,1,1,1,3,3,3,2,1,2
"hunancomp",2,3,3,3,3,3,2,1,4,3
"hunancomp",1,1,1,2,3,2,1,1,1,2
"hunancomp",3,2,2,2,2,2,2,1,3,2
"hunancomp",2,2,2,2,2,2,2,2,2,2
"hunancomp",3,2,3,3,3,2,2,2,2,2
"hunancomp",4,4,3,4,4,3,3,3,4,4
"hunancomp",2,2,2,2,2,2,2,1,4,2
"hunancomp",4,3,2,4,3,3,2,3,3,3
"hunancomp",3,2,3,2,2,3,2,3,3,2
"hunancomp",1,1,2,1,1,1,1,1,1,1
"hunancomp",2,2,2,2,2,1,1,2,1,1
"hunancomp",1,1,3,3,1,1,1,1,1,1
"hunancomp",1,2,2,2,3,4,3,2,3,2
"hunancomp",2,1,1,1,1,1,1,1,2,1
"hunancomp",3,1,2,1,3,1,1,1,1,1
"hunancomp",1,1,1,3,2,1,1,1,1,1
"hunancomp",2,2,2,2,5,1,2,2,1,2
"hunancomp",4,2,1,4,4,3,4,4,2,4
"hunancomp",3,3,3,2,2,3,3,1,2,3
"hunancomp",3,3,3,3,3,3,1,1,1,3
"hunancomp",4,3,4,5,5,3,4,3,2,4
"hunancomp",4,1,1,3,4,2,2,2,4,2
"hunancomp",1,1,2,1,4,1,1,1,1,1
"hunancomp",2,2,2,3,4,3,4,2,4,4
"hunancomp",3,2,1,2,2,1,1,1,1,2
"hunancomp",3,3,3,3,4,3,4,3,2,2
"hunancomp",3,3,2,2,2,2,2,2,2,3
"hunancomp",3,3,4,3,3,3,4,5,5,3
"hunancomp",1,1,1,1,3,1,2,4,2,1
"hunancomp",3,2,2,3,4,2,2,2,4,3
"hunancomp",4,2,4,4,3,2,1,1,3,1
"hunancomp",1,2,2,2,3,1,3,1,1,3
"hunancomp",2,3,2,3,2,2,2,2,2,2
"hunancomp",2,3,2,3,2,2,2,2,2,2
"hunancomp",3,1,3,3,2,4,1,1,1,2
"henan",5,5,3,4,3,3,1,3,5,5
"henan",3,2,1,4,3,1,2,1,4,2
"henan",3,2,3,3,2,2,3,2,2,2
"henan",2,1,1,2,2,1,1,1,3,2
"henan",3,2,3,3,3,2,2,3,2,3
"henan",3,4,3,3,3,3,4,4,3,3
"henan",2,1,2,2,2,2,1,1,1,2
"henan",2,1,1,2,2,1,2,1,2,1
"henan",4,2,2,3,2,4,1,1,2,2
"henan",1,3,3,2,3,3,2,4,2,2
"purkyne",1,1,1,1,1,1,1,1,1,1
"purkyne",4,3,2,3,2,1,2,1,3,2
"purkyne",1,1,1,1,1,1,1,1,1,1
"purkyne",1,1,1,2,1,1,1,1,1,1
"purkyne",1,1,1,2,3,1,1,1,3,2
"purkyne",1,1,1,1,2,1,2,1,3,2
"purkyne",2,1,1,1,1,1,1,1,1,1
"purkyne",2,1,1,1,1,1,1,1,1,2
"purkyne",1,1,1,1,1,1,1,1,1,2
"purkyne",1,1,1,1,3,1,1,1,1,3
"purkyne",2,1,1,2,2,1,1,1,1,2
"purkyne",1,1,1,1,1,1,1,1,1,1
"purkyne",1,1,1,2,2,1,1,1,1,2
"purkyne",1,1,1,1,1,1,1,1,1,1
"purkyne",1,1,2,2,2,1,1,1,2,3
"purkyne",1,1,2,1,2,2,1,1,3,2
"purkyne",1,1,1,1,1,1,1,1,1,1
"purkyne",4,1,1,1,1,1,1,1,1,1
"purkyne",2,1,3,2,2,1,1,1,2,2
"purkyne",1,1,1,1,1,1,1,1,1,1
"purkyne",1,2,1,3,3,1,1,1,2,2
"purkyne",2,1,2,1,2,1,1,1,1,3
"purkyne",1,1,1,1,1,1,1,1,1,1
"purkyne",1,1,1,1,1,1,1,1,1,1
"purkyne",1,1,1,1,4,1,1,1,1,3
"purkyne",3,1,4,2,3,1,1,1,4,2
"purkyne",2,1,2,1,2,2,1,1,1,1
"purkyne",2,2,1,3,2,2,1,2,2,1
"purkyne",1,1,1,1,1,1,1,4,1,1
"purkyne",1,1,1,1,1,1,1,1,2,1
"purkyne",1,1,1,1,1,1,1,1,1,1
"purkyne",1,1,1,1,1,1,1,1,1,1
"purkyne",2,1,1,1,1,1,1,1,1,1
"purkyne",1,1,1,1,1,1,1,2,1,1
"purkyne",1,1,1,1,1,3,2,2,1,3
"purkyne",1,1,2,1,3,1,1,1,3,1
"purkyne",2,1,3,2,2,2,1,1,1,2
"purkyne",1,2,1,1,1,1,1,2,1,2
"purkyne",1,1,1,1,1,1,1,1,1,1
"purkyne",1,1,1,1,1,1,1,1,1,1
"purkyne",3,1,1,2,4,1,1,1,1,1
"purkyne",1,1,1,1,1,1,1,1,1,1
"purkyne",1,1,1,1,1,1,1,1,1,1
"purkyne",3,1,1,3,2,1,3,1,2,4
"purkyne",3,1,5,2,5,2,1,3,5,4
"purkyne",1,1,1,2,1,1,1,1,1,1
"purkyne",1,1,1,1,1,1,1,1,1,1
"purkyne",1,1,3,1,2,1,1,1,1,2
"purkyne",1,1,1,1,2,1,2,1,2,1
"purkyne",2,1,2,3,3,1,3,1,2,3
"purkyne",4,2,2,4,3,2,1,1,1,3
"purkyne",2,5,1,2,2,1,1,1,2,2
"purkyne",1,1,1,1,1,1,1,1,1,1
"purkyne",3,2,1,3,1,1,1,1,1,1
"purkyne",1,1,1,1,2,3,1,1,1,1
"purkyne",1,1,1,1,2,1,1,1,1,3
"purkyne",3,1,2,3,1,1,1,1,1,1
"purkyne",2,1,1,1,1,1,1,1,1,1
"purkyne",1,3,1,2,1,1,1,1,2,1
"leuven",2,1,2,1,2,3,1,1,2,1
"leuven",1,1,1,1,1,1,1,1,1,1
"leuven",4,3,2,4,5,3,4,4,5,5
"leuven",5,4,3,1,4,3,4,1,1,4
"leuven",3,1,1,2,2,2,1,2,1,1
"leuven",1,1,1,1,2,1,1,1,3,1
"leuven",1,1,1,1,1,1,1,1,1,1
"leuven",1,1,1,1,1,1,1,1,3,1
"leuven",1,1,1,1,1,1,1,1,2,1
"leuven",2,2,3,1,2,1,2,1,3,2
"leuven",2,1,1,1,1,1,1,1,3,1
"leuven",2,1,1,1,2,1,1,1,4,1
"leuven",3,1,3,4,3,3,3,1,4,3
"leuven",2,1,1,1,1,1,1,1,1,1
"leuven",2,1,1,3,3,2,1,1,3,1
"leuven",2,2,3,2,3,3,3,2,2,3
"leuven",1,1,1,1,1,1,1,1,1,1
"leuven",4,1,1,2,3,2,1,1,4,1
"leuven",1,1,1,1,1,1,1,1,1,1
"leuven",4,2,1,1,5,1,1,3,5,1
"leuven",2,1,2,1,2,1,1,1,2,1
"leuven",3,1,2,1,1,1,1,1,2,1
"leuven",2,2,2,1,1,3,2,1,1,2
"leuven",2,3,1,2,2,1,1,1,2,1
"leuven",2,1,1,1,1,1,1,1,1,1
"leuven",3,1,1,2,2,1,1,2,2,1
"leuven",1,1,1,1,1,1,1,1,2,1
"leuven",4,1,3,3,1,1,1,1,1,1
"leuven",1,1,1,1,2,2,2,1,1,2
"leuven",1,1,1,1,1,1,1,1,2,1
"leuven",1,1,1,1,1,1,1,1,1,1
"leuven",1,1,1,1,1,1,1,1,1,1
"leuven",4,3,3,4,3,3,1,2,4,1
"leuven",2,1,1,3,4,1,1,1,4,1
"leuven",2,1,1,1,1,1,1,1,2,1
"leuven",4,2,1,1,3,1,3,1,3,2
"leuven",3,4,1,1,1,1,1,3,2,1
"leuven",2,1,1,1,1,1,1,2,4,1
"leuven",4,1,1,3,4,1,4,1,4,4
"leuven",1,1,1,1,2,1,1,1,2,1
"leuven",1,2,1,3,4,1,5,1,3,5
"leuven",2,1,1,1,1,1,1,2,1,1
"leuven",4,3,1,3,2,1,1,1,4,1
"leuven",3,4,4,5,5,5,5,2,5,5
"leuven",4,4,1,3,2,1,3,1,2,3
"leuven",2,1,1,1,1,1,1,1,2,1
"leuven",1,1,1,1,1,1,1,1,1,1
"leuven",3,1,2,1,2,1,1,2,3,1
"leuven",4,2,3,3,4,2,5,2,2,5
"leuven",3,3,3,1,1,2,1,1,3,1
"leuven",1,1,1,1,1,1,1,1,1,1
"leuven",3,1,1,1,4,1,2,1,2,2
"leuven",1,1,1,1,1,1,1,1,1,1
"vuamsterdam",1,1,1,1,1,1,1,1,1,1
"vuamsterdam",2,1,1,1,2,2,1,1,1,1
"vuamsterdam",1,1,1,1,1,1,1,1,1,1
"vuamsterdam",1,1,1,1,2,1,1,1,1,1
"vuamsterdam",2,1,2,1,2,2,2,1,3,2
"vuamsterdam",1,1,1,1,1,1,1,1,1,1
"vuamsterdam",1,1,1,1,1,1,1,1,1,1
"vuamsterdam",2,1,1,1,1,1,1,1,1,1
"vuamsterdam",1,1,1,1,2,1,3,1,1,3
"vuamsterdam",1,1,1,1,1,1,1,1,1,1
"vuamsterdam",3,3,1,4,3,2,2,1,5,3
"vuamsterdam",4,3,1,1,1,1,1,1,2,1
"vuamsterdam",1,1,1,1,1,1,1,1,1,1
"vuamsterdam",1,1,1,1,1,1,1,1,2,1
"vuamsterdam",1,1,1,1,1,1,1,1,3,1
"vuamsterdam",2,1,1,1,1,1,1,1,1,1
"vuamsterdam",1,1,1,1,1,1,1,1,1,1
"vuamsterdam",3,2,1,2,2,2,3,1,3,3
"vuamsterdam",2,1,2,1,3,1,2,1,3,2
"vuamsterdam",1,1,1,1,2,1,1,1,1,1
"vuamsterdam",4,1,1,1,1,1,1,1,1,1
"vuamsterdam",4,1,1,1,1,1,1,1,1,1
"vuamsterdam",4,1,1,1,1,1,1,1,1,1
"vuamsterdam",3,1,1,2,3,3,1,2,2,1
"vuamsterdam",5,3,2,4,5,4,5,2,4,5
"vuamsterdam",1,1,1,1,1,1,1,1,1,1
"vuamsterdam",2,1,1,1,4,1,1,1,1,1
"vuamsterdam",1,1,1,1,1,1,1,1,1,1
"vuamsterdam",3,1,1,1,1,1,1,1,1,1
"vuamsterdam",1,2,1,1,1,1,1,1,2,1
"vuamsterdam",1,2,1,3,1,1,1,1,1,1
"vuamsterdam",1,1,1,1,2,1,1,1,1,1
"vuamsterdam",3,1,1,1,3,4,1,1,2,1
"vuamsterdam",1,1,1,1,1,1,1,1,1,1
"vuamsterdam",3,2,1,1,2,1,2,1,2,2
"vuamsterdam",1,1,1,1,1,1,1,1,1,1
"vuamsterdam",1,1,1,1,2,1,1,1,1,1
"vuamsterdam",2,1,2,1,2,4,1,1,2,1
"vuamsterdam",2,1,1,2,4,1,1,2,2,1
"vuamsterdam",3,1,2,1,1,1,1,1,1,1
"vuamsterdam",2,4,2,2,2,3,3,1,1,3
"vuamsterdam",2,1,1,1,1,1,1,1,2,1
"vuamsterdam",2,1,1,1,1,2,1,1,1,1
"vuamsterdam",1,1,1,1,3,1,1,1,1,1
"vuamsterdam",1,1,1,1,2,1,2,1,2,2
"vuamsterdam",1,1,1,1,1,1,1,1,2,1
"vuamsterdam",2,1,1,1,1,1,1,1,1,1
"vuamsterdam",4,2,1,1,3,2,2,3,1,2
"vuamsterdam",1,1,1,1,1,1,1,1,1,1
"vuamsterdam",1,2,1,1,1,2,1,1,1,1
"vuamsterdam",1,1,1,1,1,1,1,1,2,1
"vuamsterdam",2,1,1,1,1,1,1,1,1,1
"vuamsterdam",1,1,1,1,2,1,1,1,2,1
"vuamsterdam",2,1,1,1,2,1,1,1,2,1
"vuamsterdam",1,1,1,1,1,1,1,1,1,1
"eindhoven",3,1,1,1,1,1,1,1,1,1
"tilburg",4,1,2,1,1,2,1,1,1,1
"eindhoven",2,1,1,1,2,1,1,1,1,1
"eindhoven",1,1,1,1,1,1,1,1,2,1
"tilburg",3,1,1,1,2,1,1,1,4,1
"eindhoven",2,1,2,3,2,1,1,1,3,1
"eindhoven",2,1,2,1,1,1,1,1,2,1
"eindhoven",1,1,1,1,1,1,1,1,1,1
"eindhoven",3,3,4,2,3,3,4,2,2,4
"tilburg",2,1,1,1,1,1,1,1,3,1
"eindhoven",2,1,1,1,2,1,2,2,1,2
"eindhoven",2,1,1,1,1,3,1,2,2,1
"tilburg",1,3,2,1,1,3,1,1,4,1
"tilburg",2,1,1,1,1,1,1,1,1,1
"tilburg",2,1,1,1,2,2,1,1,2,1
"tilburg",1,1,1,1,1,1,1,1,1,1
"tilburg",2,1,3,1,3,2,1,1,3,1
"tilburg",3,1,1,1,1,1,1,1,1,1
"tilburg",1,1,1,1,1,1,1,1,1,1
"tilburg",1,1,1,2,1,1,2,1,1,2
"tilburg",2,1,1,1,1,1,1,1,1,1
"tilburg",2,1,1,3,3,1,1,2,2,1
"tilburg",2,1,2,2,3,4,1,2,2,2
"tilburg",2,1,1,1,1,1,1,1,2,1
"tilburg",3,1,1,1,2,1,1,1,2,1
"tilburg",2,1,1,1,1,1,1,1,3,2
"tilburg",1,1,1,1,1,1,1,1,1,1
"tilburg",3,1,1,1,1,1,1,1,1,1
"tilburg",4,1,1,1,1,1,1,1,1,1
"eindhoven",2,1,1,1,1,1,1,2,2,1
"tilburg",1,1,1,1,1,1,1,1,1,1
"tilburg",2,1,1,2,2,1,1,1,2,1
"tilburg",2,1,1,1,1,1,3,1,1,3
"tilburg",1,1,1,1,1,1,1,1,1,1
"tilburg",1,1,1,1,1,1,1,1,2,1
"tilburg",1,1,1,1,1,1,1,1,1,1
"tilburg",1,1,1,1,2,1,1,1,2,1
"tilburgcaf",1,1,1,1,1,2,2,2,1,2
"tilburgcaf",2,1,3,2,2,1,3,2,2,2
"tilburgcaf",1,1,1,1,1,1,1,1,3,1
"tilburg",3,1,1,2,3,1,1,2,1,1
"tilburg",1,1,1,1,1,1,1,1,1,1
"tilburg",1,1,1,2,1,4,1,1,1,1
"tilburg",1,1,1,1,1,1,1,1,1,1
"tilburg",1,1,1,1,1,1,1,2,1,1
"tilburg",1,1,2,1,1,1,1,1,3,1
"eindhoven",1,1,1,1,1,1,1,1,1,1
"eindhoven",1,1,1,1,1,1,1,1,4,1
"tilburg",4,1,1,1,2,1,2,1,2,2
"tilburgcaf",3,1,1,3,2,1,1,1,3,1
"tilburg",1,1,1,1,1,1,1,1,1,1
"tilburgcaf",2,1,1,1,1,1,1,1,1,1
"tilburg",3,1,1,1,1,1,1,1,1,1
"tilburgcaf",3,1,1,2,1,1,1,4,3,1
"tilburgcaf",1,1,1,1,1,1,1,1,2,1
"tilburg",1,1,1,1,1,1,1,1,1,1
"tilburg",3,1,1,1,3,2,1,1,4,1
"tilburg",1,1,1,1,1,1,1,2,1,1
"tilburg",2,1,1,2,2,1,1,3,1,1
"tilburg",2,1,1,1,2,1,1,1,3,1
"tilburg",1,1,1,1,1,1,1,1,1,1
"tilburgcaf",1,1,1,1,1,1,1,1,4,1
"tilburgcaf",3,1,1,1,1,2,2,1,1,1
"tilburgcaf",4,1,1,1,2,1,1,1,1,1
"tilburgcaf",1,1,1,1,1,2,1,1,1,1
"tilburg",1,1,2,1,3,1,1,1,2,1
"tilburgcaf",1,1,1,1,1,1,1,1,1,1
"tilburgcaf",1,1,1,1,1,1,1,1,1,1
"eindhoven",2,1,1,1,2,1,1,1,3,1
"tilburgcaf",1,1,1,1,2,1,1,1,2,1
"eindhoven",1,1,1,1,2,1,1,1,1,1
"eindhoven",3,1,1,1,3,1,1,1,3,1
"eindhoven",1,1,1,1,2,1,1,1,1,1
"tilburgcaf",3,2,3,3,2,2,3,2,3,2
"eindhoven",4,1,1,2,1,2,1,1,1,1
"eindhoven",3,1,1,1,1,1,1,1,1,1
"eindhoven",1,1,4,3,4,1,3,2,4,3
"tilburgcaf",1,1,3,1,4,2,1,1,3,1
"tilburgcaf",4,1,2,4,2,1,1,3,4,1
"tilburg",2,1,1,1,1,1,1,2,1,1
"tilburg",1,1,1,1,1,1,1,1,1,1
"tilburg",1,1,1,1,1,1,1,1,1,1
"tilburg",1,1,1,1,1,1,1,1,1,1
"tilburg",1,1,1,1,1,1,1,1,1,1
"tilburg",2,1,1,1,1,1,1,1,2,1
"tilburg",4,1,2,2,3,1,1,1,3,1
"tilburg",1,1,1,1,1,1,1,1,1,1
"tilburg",1,1,1,1,1,1,1,1,1,1
"tilburg",2,1,2,1,2,2,2,1,1,2
"tilburg",2,1,1,1,2,1,1,1,2,2
"tilburgcaf",4,3,4,2,2,2,2,4,4,2
"eindhoven",2,1,1,1,3,1,2,1,2,2
"eindhoventab",2,1,1,1,2,3,1,1,2,1
"eindhoven",2,1,1,1,1,1,1,1,2,1
"eindhoven",1,1,1,1,1,1,1,1,1,1
"eindhoven",1,1,1,1,1,1,1,1,1,1
"eindhoven",1,1,1,1,1,1,1,1,2,1
"eindhoven",5,2,2,3,3,5,2,3,5,2
"eindhoven",1,1,1,1,1,1,1,1,2,1
"eindhoven",2,1,1,1,1,1,1,1,2,1
"eindhoven",2,1,1,1,3,1,1,1,2,1
"eindhoven",4,2,1,1,1,1,1,1,1,1
"eindhoven",1,1,1,1,1,1,1,1,1,1
"eindhoven",1,1,2,2,3,2,1,2,2,2
"eindhoven",2,1,1,1,2,1,1,1,1,1
"eindhoven",1,1,1,1,1,1,1,1,1,1
"eindhoven",2,1,1,2,2,2,1,1,2,1
"eindhoventab",3,1,1,1,2,1,1,1,2,2
"eindhoven",3,1,2,1,1,1,1,1,3,1
"tilburgcaf",1,1,1,1,1,2,1,1,2,1
"tilburgcaf",4,2,2,2,2,1,2,1,3,2
"tilburgcaf",1,1,1,1,2,1,1,1,4,1
"tilburgcaf",2,1,1,1,1,1,1,1,3,1
"tilburgcaf",1,1,2,2,2,2,1,1,2,1
"tilburgcaf",4,1,2,2,1,1,1,4,2,1
"tilburgcaf",2,1,1,1,1,1,1,1,1,1
"eindhoven",5,1,1,1,3,2,2,1,2,2
"eindhoven",2,1,1,1,1,1,1,1,3,1
"eindhoven",3,1,1,1,1,1,1,1,1,1
"eindhoven",1,1,1,1,2,1,1,1,2,1
"eindhoventab",1,1,1,1,1,1,1,1,1,1
"eindhoven",1,2,1,1,1,1,3,1,1,1
"tilburgcaf",2,1,1,1,1,1,1,1,1,1
"tilburgcaf",3,1,1,2,2,1,1,2,1,1
"tilburgcaf",2,1,1,1,1,1,1,1,1,1
"tilburgcaf",2,1,1,1,1,1,1,1,2,1
"tilburgcaf",1,1,1,1,1,1,1,1,2,1
"eindhoventab",1,4,1,1,1,1,1,1,1,1
"eindhoventab",2,1,1,1,1,1,1,1,1,1
"eindhoven",1,1,1,1,1,1,1,1,3,1
"eindhoven",2,1,1,1,2,1,1,1,1,1
"eindhoven",1,1,1,1,1,1,1,1,2,1
"eindhoven",4,3,1,2,4,2,3,2,4,3
"eindhoven",2,1,1,1,1,1,1,1,1,1
"eindhoven",2,1,1,1,1,1,1,1,1,1
"eindhoventab",1,1,1,1,4,1,1,1,4,1
"eindhoven",1,1,1,1,2,1,1,1,1,1
"tilburgcaf",2,1,1,1,3,1,1,1,2,1
"tilburgcaf",3,1,1,1,1,1,2,1,4,2
"tilburgcaf",1,1,3,1,1,1,1,1,1,1
"tilburgcaf",3,1,3,1,1,1,1,1,2,1
"tilburgcaf",1,1,1,1,1,1,1,1,1,1
"tilburgcaf",1,1,1,1,1,1,1,1,1,1
"tilburgcaf",2,1,1,1,2,1,1,1,2,1
"tilburgcaf",1,1,2,1,2,1,2,2,1,2
"tilburgcomm",1,1,1,1,1,1,2,1,3,2
"tilburgcomm",2,1,1,2,2,1,2,1,1,2
"tilburgcomm",4,1,1,3,2,1,2,3,4,2
"tilburgcomm",4,3,2,3,4,3,4,3,4,4
"tilburgcomm",1,1,1,1,1,1,1,1,2,1
"tilburgcomm",4,1,1,2,2,1,3,1,3,2
"tilburgcomm",1,1,1,1,1,1,1,1,2,1
"tilburgcomm",1,1,1,1,1,1,1,1,1,1
"tilburgcomm",4,1,1,2,1,2,1,1,1,1
"tilburgcomm",2,1,1,1,2,1,1,1,1,1
"tilburgcomm",3,1,1,1,1,1,1,1,4,1
"tilburgcomm",4,2,2,1,1,1,1,2,4,1
"tilburgcomm",2,1,1,1,2,1,2,1,4,2
"tilburgcomm",1,1,1,1,1,1,1,1,1,1
"tilburgcomm",2,2,1,1,2,1,1,1,2,1
"tilburgcomm",2,1,1,1,2,1,1,1,1,1
"tilburgcomm",1,1,1,1,1,2,1,1,1,1
"tilburgcomm",2,1,1,1,2,1,1,1,2,1
"tilburgcomm",4,2,1,1,1,2,2,2,2,1
"tilburgcomm",2,1,2,2,2,2,1,1,3,1
"tilburgcomm",2,1,1,1,2,1,1,1,1,1
"tilburgcomm",5,5,5,5,1,1,1,5,1,1
"tilburgcomm",5,2,4,3,4,2,3,1,2,5
"tilburgcomm",3,1,1,1,2,1,1,1,3,1
"tilburgcomm",1,1,1,1,3,1,1,1,3,1
"tilburgcomm",1,1,1,1,1,1,1,1,2,1
"tilburgcomm",1,1,1,1,1,1,1,1,1,1
"tilburgcomm",2,1,1,4,3,1,3,1,2,2
"tilburgcomm",3,1,2,2,1,2,1,2,2,1
"tilburgcomm",1,2,2,1,2,1,1,2,3,1
"tilburgcomm",1,1,1,1,3,1,1,1,1,1
"tilburgcomm",4,1,1,1,4,1,1,1,4,2
"tilburgcomm",1,1,1,1,1,1,1,1,1,1
"tilburgcomm",5,4,2,5,5,4,5,4,5,5
"tilburgcomm",4,4,3,4,3,1,4,1,2,4
"tilburgcomm",2,2,1,2,4,1,2,1,4,2
"tilburgcomm",2,2,1,1,1,1,1,1,1,1
"tilburgcomm",1,1,1,1,1,1,1,1,1,1
"tilburgcomm",2,1,2,2,1,2,2,1,3,2
"tilburgcomm",1,1,1,1,2,1,1,1,1,1
"tilburgcomm",4,1,2,2,5,1,2,3,2,2
"tilburgcomm",1,1,1,1,1,1,2,1,1,2
"tilburgcomm",1,1,1,3,4,1,2,1,4,2
"tilburgcomm",2,1,1,1,2,1,1,2,1,2
"navarra",1,3,1,2,1,1,1,1,3,1
"navarra",1,2,2,4,2,2,4,2,3,3
"navarra",2,2,1,1,1,1,1,1,1,2
"navarra",1,3,1,1,2,1,1,1,3,1
"navarra",3,2,1,1,1,2,1,1,3,1
"navarra",1,2,2,2,4,2,5,1,1,4
"navarra",1,1,1,1,2,2,1,1,1,1
"navarra",1,3,1,1,4,1,1,1,1,2
"navarra",3,3,1,3,1,1,1,3,1,1
"navarra",1,4,1,1,1,1,1,1,1,1
"navarra",2,2,1,1,1,1,2,1,1,2
"navarra",1,4,1,3,1,1,1,1,1,1
"navarra",1,4,3,2,2,1,2,4,3,1
"navarra",2,2,1,1,2,1,1,1,1,1
"navarra",2,3,3,2,4,3,2,2,3,3
"navarra",3,2,2,1,1,2,1,1,3,2
"navarra",3,5,1,2,3,1,1,2,2,1
"navarra",1,2,1,2,3,1,1,2,2,1
"navarra",3,4,1,2,4,2,3,3,4,2
"navarra",2,2,1,1,4,1,1,4,5,3
"navarra",2,1,1,1,1,1,1,1,1,1
"lausanne",1,1,1,1,1,1,1,1,4,1
"lausanne",5,3,1,3,4,3,2,1,4,4
"lausanne",1,1,1,1,1,1,1,1,1,1
"lausanne",1,1,1,1,1,2,1,1,1,2
"lausanne",1,2,2,2,3,1,1,1,2,1
"lausanne",1,1,1,1,3,1,1,1,1,1
"lausanne",2,1,1,1,3,1,1,2,1,1
"lausanne",3,1,2,1,4,1,2,2,4,1
"lausanne",1,1,1,1,1,1,1,1,1,1
"lausanne",1,1,1,1,1,1,1,1,1,1
"lausanne",1,1,1,1,1,1,1,1,2,1
"lausanne",3,1,1,1,2,1,2,2,2,2
"lausanne",2,1,1,1,1,1,1,2,1,1
"lausanne",1,1,1,1,2,1,1,1,2,1
"lausanne",1,1,1,1,1,1,1,1,1,1
"lausanne",4,5,1,4,4,5,4,1,1,4
"lausanne",2,1,1,1,2,1,1,1,1,1
"lausanne",3,1,1,3,3,1,2,1,4,1
"lausanne",2,1,1,1,2,1,1,2,2,1
"lausanne",1,1,1,1,1,1,1,1,2,1
"lausanne",2,1,1,2,1,1,1,1,1,1
"lausanne",3,1,1,1,2,1,1,1,1,1
"lausanne",1,1,1,1,1,1,1,1,1,1
"lausanne",2,1,3,3,4,5,1,1,2,1
"lausanne",3,3,2,2,5,2,3,3,4,2
"lausanne",2,1,1,2,2,1,1,2,1,1
"lausanne",2,1,1,1,2,3,1,2,1,1
"lausanne",2,1,3,1,4,3,1,1,4,1
"lausanne",1,1,1,1,2,2,2,1,2,1
"lausanne",2,1,1,1,2,1,1,1,3,1
"lausanne",2,1,1,1,2,1,2,2,3,2
"lausanne",1,3,1,1,1,1,4,1,1,4
"lausanne",2,1,1,1,4,1,3,1,2,4
"lausanne",1,1,2,1,1,1,1,1,2,1
"lausanne",1,1,1,1,1,1,1,1,1,2
"lausanne",1,2,1,1,4,1,1,1,1,2
